name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,conditions,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/09/15,8.4,2.2,3.8,6.5,-4.4,-1.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/10/15,15.5,6.6,10,15.5,2.5,8.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/11/15,10.9,2.8,6.7,10.9,-2.2,3.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/12/15,16.2,3.4,9.9,16.2,2.1,9.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/13/15,19,7.4,11.8,19,4,11.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/14/15,15.8,5.4,11.2,15.8,3.7,10.7,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/15/15,13.3,6.6,10.3,13.3,3.3,9.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/16/15,12.7,5.4,9.4,12.7,1.4,8.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/17/15,19.4,8.4,13,19.4,7.5,12.9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/18/15,20.3,9.5,14,20.3,9.1,14,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/19/15,11.8,4.7,8,11.8,-0.9,4.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/20/15,14.6,4.8,8.9,14.6,-1.2,6.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/21/15,11.2,4.8,7.8,11.2,2.3,5.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/22/15,8.6,1.9,5.4,5.3,-2.4,2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/23/15,3.2,0,1.7,0.6,-5.8,-3.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/24/15,7.9,-0.9,3,4.7,-6.9,-1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/25/15,8.6,0.2,4.7,7.5,-4.2,2.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/26/15,12.5,4.3,8,12.5,0.8,6.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/27/15,12.9,5.4,8.7,12.9,1.8,6.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/28/15,18.3,6.1,12.4,18.3,2.4,11.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/29/15,17.2,7.5,13,17.2,5.8,12.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,4/30/15,14.6,8.1,12.3,14.6,7.5,12.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/01/15,19.3,11.1,14.8,19.3,11.1,14.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/02/15,20.3,10.3,14.9,20.3,10.3,14.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/03/15,24.1,10.7,16.6,24.1,10.7,16.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/04/15,20.3,11.1,16.7,20.3,11.1,16.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/05/15,15.9,10.5,13.4,15.9,10.5,13.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/06/15,20.3,9.4,14.9,20.3,9.4,14.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/07/15,21.4,11.3,16.4,21.4,11.3,16.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/08/15,22.8,12.7,17.9,22.8,12.7,17.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/09/15,24.7,13.9,19.7,24.7,13.9,19.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/10/15,24.4,15.9,20,24.4,15.9,20,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/11/15,17.4,12.4,14.6,17.4,12.4,14.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/12/15,16.9,11.9,14.3,16.9,11.9,14.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/13/15,13.8,6.8,10.1,13.8,2.9,8.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/14/15,16.5,5.7,11.3,16.5,4.2,10.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/15/15,13.1,10.5,11.5,13.1,10.5,11.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/16/15,23.7,10.8,16.7,23.7,10.8,16.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/17/15,20,13.3,17.1,20,13.3,17.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/18/15,24.6,14,19.3,24.6,14,19.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/19/15,18,8.3,14.7,18,4.4,14.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/20/15,14.3,3.6,9.3,14.3,-0.5,7.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/21/15,18.1,9.3,13.5,18.1,8,13.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/22/15,14.3,7.8,11.2,14.3,4.8,10.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/23/15,17.1,4.5,11,17.1,2.5,10.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/24/15,24.2,10.3,17.7,24.2,10.3,17.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/25/15,23.7,16.1,19.5,23.7,16.1,19.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/26/15,25.7,17.5,22,25.7,17.5,22,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/27/15,23.9,15.1,19.8,23.9,15.1,19.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/28/15,24.1,15.1,19.8,24.1,15.1,19.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/29/15,21.5,15.7,18.9,21.5,15.7,18.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/30/15,25.6,15.5,19.6,25.6,15.5,19.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,5/31/15,14.1,7.7,9.4,14.1,3.5,6.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/01/15,14.6,8.5,11.7,14.6,6,11.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/02/15,17.1,10.1,13.3,17.1,10.1,13.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/03/15,17.2,9.6,13.9,17.2,7.3,13.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/04/15,20.3,11.8,15.8,20.3,11.8,15.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/05/15,22,13,18.2,22,13,18.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/06/15,17.9,11.3,14.4,17.9,11.3,14.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/07/15,17.7,10.3,14.6,17.7,10.3,14.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/08/15,21,16.3,18.5,21,16.3,18.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/09/15,20.9,16.1,18.1,20.9,16.1,18.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/10/15,25.8,13.5,18.5,25.8,13.5,18.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/11/15,22.8,13.3,18.5,22.8,13.3,18.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/12/15,19.7,15,17.1,19.7,15,17.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/13/15,21.6,15.5,18,21.6,15.5,18,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/14/15,18.3,15.7,17.3,18.3,15.7,17.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/15/15,23.9,15.6,19.5,23.9,15.6,19.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/16/15,26.8,17.7,21.9,26.8,17.7,21.9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/17/15,20,16.9,18.2,20,16.9,18.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/18/15,25.5,13.8,20.1,25.5,13.8,20.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/19/15,21,16.5,18,21,16.5,18,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/20/15,20.8,13,17.2,20.8,13,17.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/21/15,27.7,16.9,22.1,28,16.9,22.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/22/15,25.3,17.8,21.5,25.3,17.8,21.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/23/15,25.4,18.1,21.5,25.4,18.1,21.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/24/15,23.6,14.8,19.5,23.6,14.8,19.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/25/15,21.2,17.7,19.4,21.2,17.7,19.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/26/15,22.4,16.1,19.7,22.4,16.1,19.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/27/15,19.3,14,16.7,19.3,14,16.7,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/28/15,15.5,11.8,13.5,15.5,11.8,13.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/29/15,23.3,14.5,18.6,23.3,14.5,18.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,6/30/15,19.1,15.6,16.7,19.1,15.6,16.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/01/15,23,14.7,18.9,23,14.7,19,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/02/15,20.5,14.5,17.9,20.5,14.5,17.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/03/15,22,12,17.9,22,12,17.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/04/15,23.1,13.6,19.7,23.1,13.6,19.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/05/15,25.7,16.8,21.5,25.7,16.8,21.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/06/15,25.1,17.9,22,25.1,17.9,22,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/07/15,26.3,17.2,21.9,26.3,17.2,21.9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/08/15,20.4,14.8,17.9,20.4,14.8,17.9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/09/15,21.1,16.2,18.3,21.1,16.2,18.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/10/15,24.9,14,20.4,24.9,14,20.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/11/15,27.4,17.5,22.5,27.3,17.5,22.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/12/15,27.6,19.5,23.5,27.5,19.5,23.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/13/15,26.8,19.6,23,27.7,19.6,23,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/14/15,24.1,20.4,22.5,24.1,20.4,22.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/15/15,21.2,12.8,17.5,21.2,12.8,17.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/16/15,22.1,15.4,18.7,22.1,15.4,18.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/17/15,20.4,16.8,18.5,20.4,16.8,18.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/18/15,28.5,19.5,23.7,31,19.5,24.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/19/15,29.2,22.5,25.7,31.7,22.5,26.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/20/15,27.6,18.7,23.3,27.9,18.7,23.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/21/15,26,20.1,23.1,26,20.1,23.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/22/15,25.3,15.7,20.9,25.3,15.7,20.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/23/15,26.2,14.5,21.2,26.2,14.5,21.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/24/15,27.1,14.8,21.9,26.7,14.8,21.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/25/15,27.3,20.4,24,28.2,20.4,24.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/26/15,27.6,18.8,24.3,27.8,18.8,24.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/27/15,30.6,20.1,25.8,29.9,20.1,25.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/28/15,30.9,21.1,26.3,30,21.1,26.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/29/15,31.4,21.6,26.4,32.7,21.6,26.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/30/15,29.3,22.5,26.3,28.5,22.5,26,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,7/31/15,29,17.8,23.6,28.1,17.8,23.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/01/15,25.9,17.9,21.3,25.9,17.9,21.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/02/15,27.2,16.1,20.9,27.2,16.1,20.9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/03/15,26.3,15.1,21,26.3,15.1,21,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/04/15,23.1,16.8,19.7,23.1,16.8,19.7,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/05/15,23,15.4,19.2,23,15.4,19.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/06/15,22.8,13.7,18.6,22.8,13.7,18.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/07/15,22.8,16.5,19.8,22.8,16.5,19.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/08/15,22.3,17.6,19.7,22.3,17.6,19.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/09/15,23.8,15.6,20.3,23.8,15.6,20.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/10/15,22,16.7,18.8,22,16.7,18.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/11/15,25.5,18.5,21.4,25.5,18.5,21.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/12/15,23.4,17.6,19.9,23.4,17.6,19.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/13/15,24.8,13.6,20,24.8,13.6,20,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/14/15,24,20,22.1,24,20,22.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/15/15,27.1,20,23.6,28.1,20,23.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/16/15,29.3,19.7,24.4,30.1,19.7,24.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/17/15,30.6,20.8,25,32.5,20.8,25.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/18/15,25.4,21.1,23,25.4,21.1,23,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/19/15,28.2,21.6,24.2,30.1,21.6,24.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/20/15,25.3,20.9,23.2,25.3,20.9,23.2,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/21/15,22.7,17.3,19.8,22.7,17.3,19.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/22/15,22.8,14.3,19.1,22.8,14.3,19.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/23/15,23.4,16,19.9,23.4,16,19.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/24/15,22.9,18,21,22.9,18,21,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/25/15,20.2,15.8,17.9,20.2,15.8,17.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/26/15,19.7,15.6,17.7,19.7,15.6,17.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/27/15,19.4,14.8,17.1,19.4,14.8,17.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/28/15,22.5,13.1,18,22.5,13.1,18,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/29/15,24.5,15.9,19.6,24.5,15.9,19.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/30/15,25.1,19.4,22,25.1,19.4,22,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,8/31/15,28.4,19.1,23.7,29.4,19.1,24,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/01/15,27.4,18.6,22.8,28.5,18.6,22.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/02/15,30.4,20.1,24.2,32.1,20.1,24.7,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/03/15,28.1,22.4,24.7,30.3,22.4,25.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/04/15,25.8,22.2,23.7,25.8,22.2,23.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/05/15,28.3,20.3,23.7,30.2,20.3,24,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/06/15,29.2,21.7,25,31.2,21.7,25.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/07/15,31.1,21.6,26.2,33.1,21.6,27.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/08/15,28.3,22.7,25.4,30.9,22.7,25.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/09/15,24.9,19.3,22.8,24.9,19.3,22.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/10/15,23,15.1,19.3,23,15.1,19.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/11/15,23.2,14.2,18.6,23.2,14.2,18.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/12/15,16.2,11,13.9,16.2,11,13.9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/13/15,15.6,10.8,13,15.6,10.8,13,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/14/15,23.5,9.2,16.8,23.5,7.5,16.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/15/15,25.5,14.2,19.9,25.5,14.2,19.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/16/15,27.1,15.8,21.5,27.4,15.8,21.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/17/15,26.8,16.7,21.7,27.2,16.7,21.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/18/15,25.5,17.5,21.6,25.5,17.5,21.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/19/15,23,14.8,19.8,23,14.8,19.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/20/15,17.4,11.1,14.5,17.4,11.1,14.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/21/15,19.4,12.5,15.5,19.4,12.5,15.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/22/15,21.3,12.3,16.8,21.3,12.3,16.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/23/15,22.9,13.7,18,22.9,13.7,18,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/24/15,21.6,15.9,18.8,21.6,15.9,18.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/25/15,20.2,15.4,17.7,20.2,15.4,17.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/26/15,18.6,12.4,16,18.6,12.4,16,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/27/15,20.3,15.5,18.1,20.3,15.5,18.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/28/15,21.2,18.4,19.5,21.2,18.4,19.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/29/15,20.9,14.5,18.3,20.9,14.5,18.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,9/30/15,17.9,11.5,14.5,17.9,11.5,14.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/01/15,14.9,6.1,10.7,14.9,2.7,9.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/02/15,12.3,6.3,9.7,12.3,2.4,8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/03/15,12.5,8,10.2,12.5,3,8.3,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/04/15,13.9,10.8,12.4,13.9,10.8,12.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/05/15,14.6,11.5,13.2,14.6,11.5,13.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/06/15,16.5,13,14.8,16.5,13,14.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/07/15,19.8,11.9,15.2,19.8,11.9,15.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/08/15,13.7,9.5,12.1,13.7,6.8,11.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/09/15,16.8,9.5,12.8,16.8,7.6,12.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/10/15,14.5,7.4,11.1,14.5,5.3,10.6,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/11/15,21.9,12.1,16.2,21.9,12.1,16.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/12/15,20.7,15.2,17.7,20.7,15.2,17.7,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/13/15,18.5,13.1,15.8,18.5,13.1,15.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/14/15,12.9,8.9,11.1,12.9,6.6,10.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/15/15,17.7,6.8,11,17.7,3.1,9.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/16/15,13.1,4.9,8.8,13.1,0.5,6.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/17/15,6.1,1.2,3.4,6.1,-2.8,0.4,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/18/15,6.1,0.9,3.1,6.1,-2.9,0.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/19/15,14.7,0.4,8.2,14.7,-3.1,7.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/20/15,16.9,12.7,14.5,16.9,12.7,14.5,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/21/15,14.3,8.9,11.2,14.3,4.9,10,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/22/15,15.8,9.5,13.5,15.8,7.5,13.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/23/15,9.1,2.8,6.3,8,-0.5,4.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/24/15,14,7.7,10.1,14,4.3,8.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/25/15,14.1,7.5,11.2,14.1,5.7,10.6,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/26/15,9.4,5.6,7.5,9.3,2.9,5.9,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/27/15,10.8,6.2,8.4,10.8,3.3,6.1,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/28/15,14.5,8.8,11.1,14.5,5.7,9.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/29/15,13.2,6.1,9.3,13.2,-0.1,6.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/30/15,9.2,4.7,6.8,8.6,2.3,4.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,10/31/15,10.6,2.9,7.6,10.6,1.8,7.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/01/15,15.1,8.4,11.8,15.1,6.7,11.4,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/02/15,13.7,6.1,10.3,13.7,4.4,9.8,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/03/15,18.8,9.2,13.7,18.8,9.2,13.7,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/04/15,15.3,9.6,12.2,15.3,6.4,12,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/05/15,18.5,10.4,14.3,18.5,10.4,14.3,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/06/15,18.3,11.1,14.8,18.3,11.1,14.8,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/07/15,12.1,5.1,8.8,12.1,1.9,7.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/08/15,9.7,3.1,6.5,9.1,-0.3,4.2,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/09/15,10.8,2.5,6.8,10.8,0.8,5.5,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/10/15,9.4,5.9,7.9,8.4,2.2,5.1,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto,11/11/15,11.8,7.9,9.5,11.8,6.8,9,Rain,,,,,,,,,,,,,,,,,,,,,,,,,,
